Respondent_Serial,brand,OSAT,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Has a wide range of ingredients,Portions are the right size for my appetite,Is worth the price,Is a good value for the money,Has enticing promotional offers,Ordering is simple and easy,Integrates technology into its ordering process,Restaurant is clean,Ingredients are fresh,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,State,sales,Total subs sold in a year,Payment Used,Wait Time
13858,Firehouse Subs,5,5,5,7,2,4,5,3,5,5,4,7,2,5,2,Florida,9472.952421,792573.218,Credit Card,10
13858,Jimmy Johns,5,6,5,3,2,5,2,2,5,4,5,3,2,4,4,Georgia,5071.933951,963066.291,Cash,15
13871,Subway,7,6,5,7,6,6,7,6,7,5,7,7,7,7,7,Hawaii,2454.093912,6250.960304,Debit Card,13
13871,Chipotle,7,7,5,6,7,7,7,6,6,6,7,7,7,6,7,Idaho,2361.83545,129733.6618,Debit Card,12
13887,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Indiana,7582.174519,351077.2128,Debit Card,6
13888,Firehouse Subs,4,5,3,5,2,2,5,3,2,5,5,4,3,4,3,Iowa,1561.184304,62186.39683,Cash,6
13888,McDonalds,4,4,3,4,3,6,2,2,3,2,4,5,3,2,5,Kansas,4579.738562,914013.616,Google Pay,6
13901,McDonalds,5,5,5,6,5,4,4,4,4,6,4,4,6,5,4,Kentucky,9192.336078,613897.094,Google Pay,7
13906,Panera,6,6,7,6,6,6,6,6,5,7,5,6,6,6,6,Maine,1450.704755,72809.03493,Apple Pay,13
13919,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Maryland,4175.701892,488017.1895,Apple Pay,12
13919,Panera,4,4,4,4,4,1,4,4,4,4,4,2,4,4,4,Massachusetts,5646.730193,894637.5544,Samsung Pay,8
13920,Jersey Mikes,6,6,7,7,7,7,6,7,6,6,7,6,6,6,7,Michigan,6989.102355,468278.4268,Credit Card,13
13920,Jimmy Johns,6,7,7,7,7,7,7,7,7,7,7,6,7,5,6,Minnesota,1593.895701,246690.9576,Debit Card,14
13926,Firehouse Subs,5,5,5,6,5,4,7,4,5,6,6,4,4,4,6,Mississippi,1556.569445,871313.6211,Apple Pay,10
13926,Jersey Mikes,6,6,6,5,6,7,6,5,6,5,6,7,6,6,7,Missouri,1988.99787,163876.1834,Credit Card,8
13938,Chipotle,3,4,4,4,3,4,4,4,3,3,4,5,4,4,4,Montana,6166.381385,613885.0189,Cash,14
13938,Jimmy Johns,2,3,1,2,2,1,2,2,2,1,3,1,2,1,2,Nebraska,599.3968086,634430.7877,Cash,14
13959,Jimmy Johns,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,Nevada,1934.875717,303476.2739,Credit Card,15
13959,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New Hampshire,8463.783349,285086.4822,Apple Pay,13
13987,Subway,6,6,5,6,6,5,5,4,6,4,6,6,6,5,5,New Jersey,3292.054941,877109.6992,Credit Card,10
13987,Jersey Mikes,2,4,3,6,5,4,5,4,4,4,4,4,2,4,4,New Mexico,7581.11377,378547.6182,Debit Card,8
14013,Subway,3,5,4,5,5,2,3,4,3,2,4,4,4,3,5,New York,5341.32851,505412.8266,Credit Card,7
14013,Firehouse Subs,4,4,6,4,2,3,4,3,4,5,4,3,4,4,3,North Carolina,7433.910411,194942.0473,Credit Card,15
15272,McDonalds,3,4,6,6,3,5,6,4,4,5,4,5,7,1,4,Oklahoma,5102.437447,554103.1297,Apple Pay,8
15272,Panera,2,4,2,4,3,4,6,4,5,6,5,6,2,3,5,Oregon,7575.332146,681818.1338,Apple Pay,13
15282,Subway,5,7,4,3,4,4,5,5,5,4,6,5,5,6,5,Pennsylvania,2849.947704,488724.9913,Apple Pay,6
15282,McDonalds,6,2,6,7,5,7,4,7,6,6,4,5,5,5,4,Rhode Island,2124.643759,212341.9108,Cash,7
15308,Firehouse Subs,6,6,4,7,6,6,6,7,7,5,7,5,7,5,6,South Carolina,2.211797739,680861.0823,Credit Card,5
15308,Jersey Mikes,4,6,6,5,7,7,6,6,4,7,4,7,7,6,5,South Dakota,5919.458278,883985.8859,Google Pay,6
15319,Jimmy Johns,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Tennessee,4211.649888,371214.4188,Credit Card,10
15319,McDonalds,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,Texas,4381.838972,400576.787,Credit Card,9
15325,Jimmy Johns,5,5,4,2,4,5,6,5,1,6,5,4,6,5,6,Vermont,7242.434384,585512.2263,Samsung Pay,8
15380,Jersey Mikes,5,5,5,5,6,5,6,7,4,4,6,5,5,5,6,Virginia,5744.410982,811389.2623,Samsung Pay,10
15380,McDonalds,5,6,5,6,4,6,5,4,4,4,7,5,5,4,4,Washington,4692.402148,381363.8763,Cash,5
15404,Subway,5,6,3,4,3,4,6,5,5,3,6,3,6,4,5,West Virginia,7370.376576,905356.1636,Samsung Pay,6
15404,Jersey Mikes,6,5,6,6,6,5,5,6,7,5,5,4,5,5,4,Wisconsin,4729.867734,485480.5841,Samsung Pay,13
15413,McDonalds,6,6,6,5,7,6,6,6,6,7,7,7,6,6,7,Wyoming,3961.301853,574570.4924,Debit Card,11
15487,McDonalds,1,3,4,1,1,1,1,5,1,1,1,1,1,1,1,Alaska,9821.351964,375222.8826,Cash,8
15503,Jimmy Johns,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,Arizona,5390.943946,959383.3466,Samsung Pay,14
15503,Panera,4,4,3,4,5,4,5,2,5,5,5,5,4,5,5,Arkansas,5217.483013,450902.3108,Apple Pay,11
15504,Jersey Mikes,7,6,5,6,6,7,5,5,7,6,7,7,7,7,7,California,5929.337558,445657.0987,Apple Pay,9
15504,Jimmy Johns,4,3,5,5,3,3,2,3,6,6,5,6,5,6,6,Colorado,5855.323654,68603.13096,Samsung Pay,6
15510,Firehouse Subs,4,6,5,6,7,6,6,6,5,4,6,4,6,6,6,Connecticut,6144.764714,889498.1612,Samsung Pay,7
15510,Jimmy Johns,6,7,5,6,5,5,6,6,5,7,5,4,4,5,5,Delaware,4269.422214,907120.3417,Apple Pay,9
15523,Chipotle,7,7,6,6,7,6,6,6,7,5,7,6,7,7,6,Florida,694.3692169,217124.1369,Google Pay,7
15523,Panera,7,6,5,7,7,6,7,6,7,5,5,6,6,7,7,Georgia,2111.515789,653562.3657,Debit Card,7
15524,Subway,4,5,4,4,4,4,4,4,4,4,4,4,5,3,4,Hawaii,2067.444928,243393.3302,Cash,15
15524,Panera,2,5,3,4,4,3,3,4,4,3,5,4,5,4,4,Idaho,9143.696899,589663.1206,Apple Pay,11
15531,Chipotle,4,5,3,3,5,5,4,3,4,3,4,4,4,5,3,Iowa,6982.839533,792154.3537,Cash,14
15531,McDonalds,4,2,3,4,5,5,4,3,4,3,2,4,4,2,2,Kansas,570.8351913,425925.6961,Credit Card,5
15543,Chipotle,5,5,3,7,6,7,6,5,5,4,6,4,3,5,4,Kentucky,28.88115843,693729.0657,Samsung Pay,10
15543,Firehouse Subs,3,4,7,4,3,6,6,5,6,5,6,4,6,6,6,Louisiana,2375.240701,476315.1447,Apple Pay,6
15545,Subway,7,7,6,7,5,7,7,7,6,6,7,7,7,7,6,Maine,8670.330988,652249.7044,Apple Pay,9
15545,Panera,7,5,7,3,4,6,1,7,7,6,5,7,7,7,6,Maryland,8443.64973,3108.204972,Cash,14
15564,Firehouse Subs,4,4,5,4,3,3,3,5,3,3,3,4,4,4,3,Massachusetts,9925.272943,805200.5499,Google Pay,9
15564,Jersey Mikes,6,4,5,4,3,5,5,3,4,3,3,3,5,4,4,Michigan,9463.483517,652819.3851,Apple Pay,14
15585,Jersey Mikes,5,4,3,4,4,6,5,6,4,4,3,5,6,4,6,Mississippi,3495.154705,904676.6512,Google Pay,15
15586,Chipotle,5,5,5,5,4,5,5,5,5,4,7,4,4,5,6,Missouri,8733.045022,714643.2857,Apple Pay,15
15586,Firehouse Subs,4,4,5,4,5,5,5,5,5,4,4,6,3,4,5,Montana,5594.962855,668508.5926,Cash,6
15605,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,Nebraska,1956.44643,877526.0921,Google Pay,9
15616,Subway,5,5,6,6,6,6,7,6,6,6,6,6,6,6,7,New Hampshire,6790.443447,150785.7538,Debit Card,6
15616,Jimmy Johns,5,6,6,6,6,6,6,6,7,6,6,5,6,6,6,New Jersey,8112.550619,103407.6332,Apple Pay,8
15628,McDonalds,7,7,4,3,1,4,7,4,1,1,1,1,4,2,1,New Mexico,9683.673215,119277.9791,Apple Pay,7
15636,Jersey Mikes,7,6,5,5,6,7,5,6,6,5,7,6,5,5,7,North Dakota,303.8615983,554167.2045,Cash,5
15638,Jersey Mikes,6,2,3,3,5,4,4,5,4,4,7,5,7,7,7,Ohio,3706.315845,876487.3045,Cash,13
15638,McDonalds,3,4,2,4,3,4,4,3,4,5,4,4,4,2,3,Oklahoma,255.1340121,408695.069,Apple Pay,8
15643,Subway,4,5,5,5,4,1,4,3,4,3,3,4,4,4,5,Oregon,1290.469998,621826.2431,Cash,5
15643,McDonalds,7,4,5,4,4,4,3,4,5,5,4,4,7,3,4,Pennsylvania,436.0667772,352197.2127,Apple Pay,10
15644,Subway,7,6,7,7,7,7,4,4,6,5,6,7,6,6,7,Rhode Island,3732.314498,692860.4163,Debit Card,15
15644,Panera,5,4,6,5,5,5,3,5,6,4,6,3,5,5,7,South Carolina,9450.569151,174484.8322,Credit Card,13
15655,Jersey Mikes,5,5,7,7,5,6,7,7,7,5,6,7,7,6,5,South Dakota,6021.485797,684278.2366,Credit Card,13
15655,Jimmy Johns,5,5,5,6,6,6,7,6,6,5,7,6,6,6,6,Tennessee,5018.447681,576031.3081,Samsung Pay,12
15681,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Vermont,1446.363688,557194.0287,Google Pay,7
15681,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Virginia,1315.490328,516926.1595,Debit Card,13
15690,Firehouse Subs,5,6,5,6,6,6,5,5,6,5,5,6,6,5,6,Washington,835.0842442,587327.6443,Apple Pay,15
15690,Jimmy Johns,5,6,6,6,5,6,5,5,5,5,5,6,5,6,6,West Virginia,4821.547475,621122.2639,Google Pay,9
15697,Jersey Mikes,4,5,6,6,7,7,4,6,6,5,7,7,6,5,6,Wisconsin,8225.685889,398342.5589,Cash,7
15697,Jimmy Johns,1,2,1,1,1,1,1,3,2,1,2,2,3,1,1,Wyoming,1755.508031,670289.2232,Cash,7
15707,Firehouse Subs,5,4,5,5,4,7,5,5,5,5,5,3,6,4,4,Alabama,8694.362314,89551.99037,Samsung Pay,11
15707,Jimmy Johns,4,4,5,5,4,4,4,4,4,4,5,5,5,6,5,Alaska,7552.641506,938266.2656,Samsung Pay,11
15735,Subway,3,4,3,2,1,1,1,2,3,2,3,3,2,1,2,Arizona,6258.783008,964017.7177,Samsung Pay,12
15740,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,California,7228.529836,988511.9665,Credit Card,14
15740,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Colorado,2101.317627,293116.0448,Debit Card,13
15774,Subway,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,Hawaii,5975.648156,910135.4807,Cash,5
15774,McDonalds,7,7,5,7,7,5,5,7,7,7,7,7,7,5,7,Idaho,78.24500884,957804.4475,Cash,7
15784,McDonalds,6,6,5,5,7,6,7,7,7,6,7,6,5,7,6,Indiana,5855.104451,826864.1872,Debit Card,14
15785,Jimmy Johns,6,5,5,4,4,5,5,5,6,5,6,6,6,5,6,Iowa,8698.312417,547851.7654,Debit Card,11
15791,Jersey Mikes,4,3,4,6,2,5,4,3,4,6,4,4,4,4,4,Kentucky,9738.620369,277760.7048,Google Pay,7
15791,Jimmy Johns,3,3,2,4,1,2,2,1,2,1,1,2,1,1,3,Louisiana,2111.556649,940040.4275,Samsung Pay,9
15821,Jersey Mikes,6,6,6,6,6,5,6,6,5,5,6,5,5,5,6,Mississippi,2722.126213,655037.6863,Google Pay,14
15823,Chipotle,5,5,6,5,5,5,5,5,5,5,5,5,2,4,5,Missouri,373.495704,475541.9171,Cash,9
15823,Firehouse Subs,5,5,3,5,3,5,5,4,3,3,4,4,5,4,6,Montana,9006.477243,923301.5455,Debit Card,10
15826,Chipotle,7,5,5,5,5,6,5,6,6,4,6,6,5,4,3,Nebraska,9307.968695,123050.6196,Cash,15
15826,Firehouse Subs,5,3,7,5,6,4,5,5,5,4,5,4,5,4,4,Nevada,2584.531481,23288.97598,Cash,14
15827,Chipotle,5,3,4,5,4,4,5,4,5,4,3,5,4,4,3,New Hampshire,8805.642742,183961.564,Debit Card,5
15843,McDonalds,4,2,2,3,4,4,4,6,5,5,4,3,2,2,3,New Mexico,5197.340675,639426.8322,Debit Card,14
15843,Panera,5,5,4,5,4,4,4,3,5,5,6,5,5,4,5,New York,8735.301842,290578.0264,Google Pay,10
15847,Jersey Mikes,6,7,6,6,6,5,5,4,6,6,6,6,6,6,6,North Carolina,8344.416551,445751.7056,Apple Pay,9
15847,Jimmy Johns,6,6,6,6,6,7,5,5,6,6,5,6,6,5,6,North Dakota,3670.509265,704563.348,Apple Pay,14
15848,Firehouse Subs,5,6,5,7,7,6,6,4,7,5,7,6,7,7,7,Ohio,8639.205093,517419.6241,Debit Card,9
15848,Jimmy Johns,6,7,5,7,6,7,7,5,7,7,5,7,5,7,7,Oklahoma,9023.301663,458378.2119,Credit Card,10
15853,Chipotle,6,6,6,5,5,6,7,5,6,5,4,6,7,5,4,Oregon,4359.462162,73465.24512,Debit Card,5
15853,Jimmy Johns,6,6,5,6,5,5,5,5,7,6,4,5,6,4,6,Pennsylvania,5186.434236,38802.12341,Cash,11
15858,Subway,4,5,5,6,5,5,6,6,5,5,6,5,6,5,5,Rhode Island,5104.725122,882053.5443,Debit Card,14
15858,Firehouse Subs,5,5,5,5,6,5,6,6,6,6,5,6,5,5,5,South Carolina,1065.446862,818145.4523,Google Pay,12
15863,Jersey Mikes,7,5,5,5,5,6,5,5,5,5,5,5,5,5,5,Tennessee,4828.528653,853871.4888,Cash,8
15876,Firehouse Subs,5,5,5,6,5,6,5,6,7,6,5,6,5,5,6,Texas,414.5163408,6772.305069,Credit Card,7
15876,Jimmy Johns,4,4,3,6,5,6,4,3,3,6,3,6,6,6,3,Utah,4789.488979,404544.1409,Debit Card,15
15935,McDonalds,5,6,1,3,6,4,5,6,7,6,5,3,3,4,4,Virginia,9135.595184,7623.897422,Samsung Pay,5
15950,McDonalds,6,4,5,5,5,6,4,6,5,5,5,4,5,6,6,Washington,7315.847238,223941.6781,Google Pay,12
16422,McDonalds,7,6,7,6,5,6,5,6,6,5,7,6,5,6,6,West Virginia,6426.28746,533366.118,Samsung Pay,6
16663,Subway,1,4,3,4,4,2,3,4,3,4,4,4,4,4,4,Wisconsin,6487.260071,652414.8509,Apple Pay,15
16663,Panera,3,4,3,4,4,3,3,4,4,4,3,3,4,3,4,Wyoming,7601.183603,382815.8231,Cash,11
16842,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Alabama,9927.029074,310366.5434,Samsung Pay,15
16842,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Alaska,1153.587227,680703.5663,Credit Card,11
16846,Chipotle,6,3,7,2,5,7,6,7,7,7,6,7,7,7,4,Arizona,2001.748359,540380.949,Samsung Pay,8
16846,Jersey Mikes,4,4,6,6,4,4,4,6,7,3,6,6,6,4,4,Arkansas,4641.86937,793819.1279,Credit Card,6
16914,Subway,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,California,2432.048961,393203.7466,Google Pay,13
16914,McDonalds,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,Colorado,6447.084103,207319.6976,Samsung Pay,6
17128,Chipotle,7,7,6,7,7,7,7,7,7,6,7,6,7,6,7,Connecticut,4622.907961,892826.6181,Apple Pay,9
17128,Panera,5,7,5,6,7,7,7,7,7,7,7,7,7,7,7,Delaware,8415.495076,44133.20572,Debit Card,7
17824,McDonalds,4,5,2,3,4,4,5,5,5,3,6,4,4,1,3,Idaho,6994.317016,810421.7081,Credit Card,15
17925,Jersey Mikes,7,7,7,7,7,4,4,7,7,3,7,7,7,7,7,Illinois,5996.149407,511190.004,Credit Card,13
17925,Panera,6,4,5,5,4,4,4,5,5,5,6,5,5,4,6,Indiana,4943.456765,898345.2109,Apple Pay,9
18104,Firehouse Subs,3,2,2,2,2,3,2,2,3,3,3,2,2,2,4,Iowa,6131.444366,391800.5276,Cash,11
18104,Jimmy Johns,4,3,3,3,2,2,2,1,4,3,3,3,2,3,3,Kansas,1888.422043,843261.9965,Credit Card,15
18576,Chipotle,6,5,7,4,5,5,6,4,6,5,6,6,6,4,6,Kentucky,7291.074743,19446.60097,Apple Pay,8
18576,Firehouse Subs,6,5,5,6,4,4,5,5,4,6,5,6,4,4,5,Louisiana,8663.216301,689447.0336,Cash,15
18681,Chipotle,6,6,5,6,5,7,7,6,6,7,7,6,6,6,6,Maine,6131.715244,172913.9853,Cash,13
18681,McDonalds,6,6,6,5,5,6,6,5,6,5,6,6,7,6,6,Maryland,9616.008354,481017.7157,Google Pay,12
18745,Firehouse Subs,3,2,2,2,1,2,2,1,1,2,2,2,1,1,1,Massachusetts,7644.210165,653115.633,Debit Card,10
18745,Panera,6,5,6,5,5,5,3,6,6,7,5,5,6,5,6,Michigan,5669.8811,358134.1503,Debit Card,12
18746,Jersey Mikes,6,5,5,6,4,6,5,6,6,5,6,5,5,5,5,Minnesota,4105.816238,160659.1999,Credit Card,11
18762,Chipotle,5,5,3,3,7,5,4,3,2,3,4,6,4,7,3,Missouri,4855.736874,846038.6338,Samsung Pay,14
18852,Jersey Mikes,4,5,5,5,4,5,5,4,4,4,5,4,4,5,6,Nebraska,8023.879023,267227.3144,Apple Pay,9
18852,Jimmy Johns,4,4,4,5,5,4,4,4,5,5,3,4,4,4,5,Nevada,636.0961084,931366.3621,Apple Pay,5
18861,Jersey Mikes,6,6,5,7,5,7,6,6,6,6,6,7,7,7,7,New Hampshire,1199.2182,424917.9998,Samsung Pay,7
18861,Panera,3,4,6,6,3,4,4,3,4,6,6,5,5,5,7,New Jersey,788.7515625,512136.1578,Apple Pay,15
18870,Firehouse Subs,7,7,4,7,6,4,5,6,6,6,6,7,4,6,7,New Mexico,4756.133383,595408.1365,Samsung Pay,13
18870,Jimmy Johns,4,5,3,3,5,3,5,3,7,4,5,7,5,3,5,New York,300.3874997,973934.2978,Credit Card,5
18901,Subway,7,6,6,6,6,7,7,7,7,6,7,7,7,7,7,Ohio,8519.915816,651816.626,Google Pay,11
18901,Chipotle,7,7,6,6,7,7,7,7,6,7,7,7,7,5,7,Oklahoma,89.76933071,642294.338,Debit Card,5
18914,Chipotle,2,4,4,5,3,4,4,3,4,3,3,6,4,3,5,Oregon,9489.551841,128904.7159,Samsung Pay,8
18914,Panera,3,4,4,5,3,6,3,5,6,4,7,6,4,4,4,Pennsylvania,4274.180252,243495.8505,Apple Pay,11
18950,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Rhode Island,4490.14402,716188.1415,Samsung Pay,5
18950,Jimmy Johns,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,South Carolina,7922.910778,463001.2999,Credit Card,14
19014,Panera,7,7,4,6,7,6,7,5,6,6,6,7,5,6,6,Tennessee,816.3676048,525897.7799,Cash,9
19229,Panera,6,4,7,7,5,6,3,4,7,6,4,6,4,3,7,Virginia,7835.121156,91631.79295,Apple Pay,10
19232,Subway,7,7,6,7,7,7,7,6,7,6,6,7,7,7,7,Washington,2551.70541,915232.5633,Credit Card,5
19232,McDonalds,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,West Virginia,4277.906033,920793.5927,Credit Card,14
19338,Panera,6,7,7,1,7,4,4,7,4,3,7,6,4,7,7,Wyoming,7862.819336,370822.2311,Credit Card,12
19359,Chipotle,2,4,3,4,4,4,1,4,3,3,5,5,5,5,5,Alabama,5862.05551,886284.9211,Google Pay,9
19359,McDonalds,5,4,4,5,5,4,3,5,6,6,7,5,7,5,6,Alaska,1100.801488,699075.2996,Debit Card,12
19518,Subway,5,5,5,5,4,5,4,4,5,5,2,5,4,5,4,Arizona,4249.351412,315800.4608,Samsung Pay,11
19518,Jersey Mikes,5,4,5,6,5,5,5,6,4,5,6,5,5,4,2,Arkansas,342.901626,568974.1019,Credit Card,7
19532,Subway,5,6,7,7,5,7,5,5,7,4,7,7,6,7,6,California,7688.323321,755828.9228,Debit Card,11
19560,Subway,4,6,6,4,5,6,6,4,5,5,4,5,6,4,5,Connecticut,8745.485059,453489.7868,Google Pay,7
19591,Jersey Mikes,3,7,5,3,3,4,4,7,4,4,4,3,7,3,4,Florida,1533.540749,174324.977,Samsung Pay,13
19632,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Hawaii,5513.813654,18889.08008,Cash,10
19632,McDonalds,7,7,7,7,6,7,7,7,7,6,6,7,7,7,7,Idaho,4289.881857,847607.6805,Cash,15
19886,Firehouse Subs,6,5,5,5,3,1,7,2,7,5,7,6,7,4,6,Iowa,6874.642002,815057.7096,Cash,11
19886,Panera,6,7,7,7,6,5,5,4,7,7,7,6,6,6,6,Kansas,1919.58089,453458.7783,Credit Card,8
19923,Jimmy Johns,5,2,3,5,3,4,5,3,2,3,4,2,5,3,5,Louisiana,9602.179371,754600.3751,Cash,8
20045,Firehouse Subs,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Maine,1738.080523,177898.8891,Google Pay,6
20045,Jimmy Johns,3,5,4,5,4,5,4,5,5,5,5,4,4,5,5,Maryland,781.4656404,329963.6444,Google Pay,10
20115,Firehouse Subs,3,5,3,4,3,4,5,3,3,3,4,4,3,3,3,Massachusetts,238.0322299,416933.8064,Debit Card,7
20115,Jimmy Johns,4,4,4,4,3,4,4,3,3,3,4,4,4,3,4,Michigan,7056.054004,722860.4445,Apple Pay,12
20301,Panera,3,3,2,3,2,2,3,2,4,1,1,6,2,2,1,Mississippi,7514.330744,274343.6352,Debit Card,9
20687,Chipotle,6,6,6,6,6,6,7,6,7,6,6,7,5,7,6,Nebraska,4832.793268,908241.2013,Apple Pay,9
20687,Jersey Mikes,6,7,5,7,6,6,6,6,6,6,7,6,7,7,6,Nevada,5336.430774,621597.5062,Google Pay,12
20883,Firehouse Subs,4,4,2,1,5,2,2,2,3,2,2,3,3,1,3,New Hampshire,9705.703005,132402.2758,Apple Pay,12
20883,Jimmy Johns,2,2,3,3,2,1,2,3,3,2,2,3,1,3,3,New Jersey,3829.191888,360439.3322,Cash,10
20884,Chipotle,5,5,6,5,4,6,5,5,6,5,5,5,6,6,5,New Mexico,5566.983002,229723.3828,Credit Card,15
20884,McDonalds,6,5,5,5,5,6,5,6,6,5,6,5,5,6,6,New York,7547.947108,383329.3837,Samsung Pay,10
21143,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,North Carolina,2669.432976,711989.2366,Apple Pay,11
21313,Chipotle,5,5,5,3,4,3,6,5,6,3,7,4,5,5,4,Ohio,9442.796307,304733.227,Samsung Pay,14
21313,Jimmy Johns,7,6,4,5,5,6,5,7,6,6,5,7,6,7,6,Oklahoma,6793.084535,489807.6199,Cash,11
21404,Subway,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Oregon,2508.010919,644716.1213,Samsung Pay,5
21404,McDonalds,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Pennsylvania,5593.901502,297455.804,Apple Pay,5
21573,Jimmy Johns,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Rhode Island,2520.069654,920080.4202,Google Pay,8
21573,McDonalds,7,7,4,7,7,7,7,7,7,7,7,7,5,4,4,South Carolina,8683.544035,172421.2219,Samsung Pay,9
21589,Chipotle,5,3,4,5,4,5,4,4,5,3,3,4,3,5,2,Texas,4559.063769,377024.4008,Credit Card,12
21589,Jersey Mikes,5,6,7,4,4,6,7,6,5,4,6,5,7,3,5,Utah,6679.808573,121972.2867,Samsung Pay,8
21610,Subway,6,6,6,6,5,6,6,7,6,5,6,6,6,4,5,Vermont,473.2833165,685941.6541,Cash,11
21610,McDonalds,6,5,5,5,5,6,5,5,5,5,5,5,5,4,5,Virginia,5566.882222,249106.459,Debit Card,7
21719,Jersey Mikes,5,5,2,5,2,3,2,2,1,4,7,4,3,6,3,Washington,7983.236221,1954.301787,Cash,7
21719,Panera,5,5,4,2,2,2,4,3,5,3,4,3,2,4,5,West Virginia,9355.925203,278493.4598,Credit Card,9
21816,Firehouse Subs,7,7,6,7,5,5,7,7,7,5,6,5,7,5,7,Wisconsin,9039.066874,553645.9213,Credit Card,10
21816,Jersey Mikes,6,7,7,7,6,7,7,7,6,5,7,5,6,6,5,Wyoming,8886.647274,368121.1026,Debit Card,6
21831,Jersey Mikes,5,5,4,6,2,5,4,5,6,4,6,6,5,5,7,Arizona,3166.964705,922744.5936,Credit Card,5
21831,McDonalds,5,5,5,3,4,6,4,6,6,6,5,5,5,6,5,Arkansas,1468.523348,749765.8505,Cash,9
21861,Chipotle,3,3,5,4,4,3,4,2,4,3,3,4,4,3,4,California,5784.745712,628187.069,Google Pay,6
21861,Panera,5,3,4,4,4,3,4,3,4,4,4,4,4,5,4,Colorado,1601.488392,407171.9502,Apple Pay,14
21888,Subway,3,4,5,5,5,4,3,5,4,2,6,5,5,5,3,Connecticut,6176.008419,25204.02897,Google Pay,7
21888,Chipotle,2,2,1,2,1,1,1,1,2,1,5,1,2,2,2,Delaware,6101.95134,378111.2476,Cash,13
22083,Subway,5,6,5,5,5,4,4,3,4,4,6,4,4,5,5,Florida,7550.753726,586533.04,Google Pay,13
22097,Firehouse Subs,6,6,6,5,5,6,7,5,7,7,5,4,6,6,6,Hawaii,1187.337773,336230.9688,Cash,10
22097,Panera,6,6,4,6,5,5,4,6,5,7,6,6,5,6,5,Idaho,3115.295247,613544.4167,Google Pay,7
22119,Panera,6,6,2,4,5,4,5,4,7,4,1,1,3,6,6,Indiana,7230.804665,89970.1955,Debit Card,7
22226,Jersey Mikes,6,5,6,5,6,7,5,5,6,7,5,6,6,5,6,Iowa,1792.216917,117056.0898,Credit Card,13
22226,Panera,5,5,5,5,5,5,5,5,4,5,5,4,4,6,5,Kansas,7021.467958,752116.0449,Apple Pay,6
22403,Jimmy Johns,5,5,3,6,6,5,6,6,6,7,6,5,6,5,5,Louisiana,3817.158286,166473.3287,Cash,12
22515,Chipotle,6,6,6,6,5,7,5,5,5,5,4,6,5,6,7,Maine,4423.924743,108965.1173,Apple Pay,10
22515,McDonalds,6,6,6,6,7,7,6,5,7,6,5,6,5,7,5,Maryland,8845.156728,868023.4815,Debit Card,11
22553,McDonalds,6,6,6,7,7,5,5,5,5,6,6,7,6,5,6,Massachusetts,8182.681379,291227.1013,Credit Card,10
22553,Panera,6,6,7,7,6,5,6,5,7,6,5,6,6,6,5,Michigan,384.2492044,91548.79743,Apple Pay,12
22554,Jimmy Johns,5,5,5,6,5,6,7,6,7,5,5,6,5,6,6,Mississippi,3186.055362,895603.2453,Credit Card,15
22557,Jimmy Johns,5,5,6,6,6,5,5,7,6,6,6,5,7,5,6,Montana,5390.164364,897723.303,Google Pay,5
22558,Chipotle,4,5,4,5,3,6,5,5,4,5,5,5,6,4,5,Nebraska,5056.531219,390741.2624,Apple Pay,5
22558,Panera,4,5,5,4,5,5,4,4,5,5,7,3,6,5,6,Nevada,937.7777247,172381.7859,Google Pay,12
22560,Firehouse Subs,5,7,6,6,4,4,4,4,6,5,4,7,5,5,5,New Jersey,1090.506637,793555.2695,Apple Pay,12
